TFName	TFLocus	TFFamily	TargetName	TargetLocus	IsTF	TargetType	Confirmation	Category	InteractionType	Reference	Note	PubMedID
SEPALLATA3	At1g24260	MADS	At2g44830	At2g44830	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g44820	At2g44820	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g44810	At2g44810	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g44798	At2g44798	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g44770	At2g44770	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ag mutant ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g44760	At2g44760	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ag mutant ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g44740	At2g44740	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g44735	At2g44735	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g44670	At2g44670	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g44660	At2g44660	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g44610	At2g44610	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g44230	At2g44230	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g44150	At2g44150	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ag mutant ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g44140	At2g44140	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ag mutant ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g44120	At2g44120	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g44080	At2g44080	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g44070	At2g44070	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ag mutant ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g44030	At2g44030	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g43920	At2g43920	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g43770	At2g43770	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ag mutant ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g43680	At2g43680	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g43340	At2g43340	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g43330	At2g43330	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g43290	At2g43290	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g43240	At2g43240	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ag mutant ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g43120	At2g43120	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	AtbHLH9	At2g43010	Yes	Direct	Unconfirmed	bHLH Family	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g43000	At2g43000	Yes	Direct	Unconfirmed	NAC Family	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g42950	At2g42950	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ag mutant ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g42880	At2g42880	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g42870	At2g42870	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g42800	At2g42800	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g42770	At2g42770	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ag mutant ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g42690	At2g42690	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g42570	At2g42570	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ag mutant ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g42540	At2g42540	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g42530	At2g42530	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g42500	At2g42500	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ag mutant ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g42388	At2g42388	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	AtbZIP34	At2g42380	Yes	Direct	Unconfirmed	bZIP Family	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	AtbHLH48	At2g42300	Yes	Direct	Unconfirmed	bHLH Family	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g42290	At2g42290	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	AtbHLH130	At2g42280	Yes	Direct	Unconfirmed	bHLH Family	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g42260	At2g42260	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ag mutant ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	SPL9	At2g42200	Yes	Direct	Unconfirmed	SBP Family	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g42040	At2g42040	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g41990	At2g41990	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ag mutant ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g41945	At2g41945	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	ZFP8	At2g41940	Yes	Direct	Unconfirmed	C2H2 Family	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g41900	At2g41900	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g41870	At2g41870	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g41820	At2g41820	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g41810	At2g41810	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g41710	At2g41710	Yes	Direct	Unconfirmed	AP2-EREBP Family	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ag mutant ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g41660	At2g41660	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g41630	At2g41630	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g41560	At2g41560	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g41550	At2g41550	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g41540	At2g41540	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g41530	At2g41530	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g41500	At2g41500	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g41430	At2g41430	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g41400	At2g41400	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ag mutant ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g41312	At2g41312	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g41310	At2g41310	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ag mutant ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g41220	At2g41220	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g41170	At2g41170	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g41140	At2g41140	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ag mutant ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g41090	At2g41090	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ag mutant ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	AtbZIP12	At2g41070	Yes	Direct	Unconfirmed	bZIP Family	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g41010	At2g41010	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g40910	At2g40910	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g40860	At2g40860	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ag mutant ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g40840	At2g40840	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g40810	At2g40810	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	AtWRKY54	At2g40750	Yes	Direct	Unconfirmed	WRKY Family	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	AtbZIP18	At2g40620	Yes	Direct	Unconfirmed	bZIP Family	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g40540	At2g40540	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
SEPALLATA3	At1g24260	MADS	At2g40475	At2g40475	No	Direct	Unconfirmed	NA	Unknown	Kaufmann et al., 2009. Target Genes of the MADS Transcription Factor SEPALLATA3: Integration of Developmental and Hormonal Pathways in the Arabidopsis Flower. PLoS Biol 7(4): e1000090. doi:10.1371/jou	ChIP-Seq FDR > 0.001	19385720
